timestamp_interval_start;timestamp_interval_start_text;stromverbrauch_kwh;grundversorgte_kunden_kwh;freie_kunden_kwh;year;month;day;weekday;dayofyear;quarter;weekofyear
2025-06-25T07:30:00+02:00;2025-06-25T07:30:00+0200;39290.019;15230.418;24059.601;2025;6;25;2;176;2;26
2025-06-25T07:15:00+02:00;2025-06-25T07:15:00+0200;38127.718;14739.51;23388.208;2025;6;25;2;176;2;26
2025-06-25T07:00:00+02:00;2025-06-25T07:00:00+0200;36938.349;14271.422;22666.927;2025;6;25;2;176;2;26
2025-06-25T06:45:00+02:00;2025-06-25T06:45:00+0200;35459.963;13570.37;21889.593;2025;6;25;2;176;2;26
2025-06-25T06:30:00+02:00;2025-06-25T06:30:00+0200;34189.679;12979.282;21210.397;2025;6;25;2;176;2;26
2025-06-25T06:15:00+02:00;2025-06-25T06:15:00+0200;33214.044;12417.022;20797.022;2025;6;25;2;176;2;26
2025-06-25T06:00:00+02:00;2025-06-25T06:00:00+0200;32309.053;11996.837;20312.216;2025;6;25;2;176;2;26
2025-06-25T05:45:00+02:00;2025-06-25T05:45:00+0200;30782.1;11538.771;19243.329;2025;6;25;2;176;2;26
2025-06-25T05:30:00+02:00;2025-06-25T05:30:00+0200;29770.502;11278.811;18491.691;2025;6;25;2;176;2;26
2025-06-25T05:15:00+02:00;2025-06-25T05:15:00+0200;29006.124;11069.076;17937.048;2025;6;25;2;176;2;26
2025-06-25T05:00:00+02:00;2025-06-25T05:00:00+0200;28768.664;11294.983;17473.681;2025;6;25;2;176;2;26
2025-06-25T04:45:00+02:00;2025-06-25T04:45:00+0200;27951.974;11033.587;16918.387;2025;6;25;2;176;2;26
2025-06-25T04:30:00+02:00;2025-06-25T04:30:00+0200;27512.508;10882.245;16630.263;2025;6;25;2;176;2;26
2025-06-25T04:15:00+02:00;2025-06-25T04:15:00+0200;27282.1;10906.4;16375.7;2025;6;25;2;176;2;26
2025-06-25T04:00:00+02:00;2025-06-25T04:00:00+0200;27197.912;10911.751;16286.161;2025;6;25;2;176;2;26
2025-06-25T03:45:00+02:00;2025-06-25T03:45:00+0200;27086.407;10948.241;16138.166;2025;6;25;2;176;2;26
2025-06-25T03:30:00+02:00;2025-06-25T03:30:00+0200;27220.35;11069.748;16150.602;2025;6;25;2;176;2;26
2025-06-25T03:15:00+02:00;2025-06-25T03:15:00+0200;27276.103;11227.302;16048.801;2025;6;25;2;176;2;26
2025-06-25T03:00:00+02:00;2025-06-25T03:00:00+0200;27183.965;11156.32;16027.645;2025;6;25;2;176;2;26
2025-06-25T02:45:00+02:00;2025-06-25T02:45:00+0200;27323.707;11356.759;15966.948;2025;6;25;2;176;2;26
2025-06-25T02:30:00+02:00;2025-06-25T02:30:00+0200;27719.233;11672.441;16046.792;2025;6;25;2;176;2;26
2025-06-25T02:15:00+02:00;2025-06-25T02:15:00+0200;27838.547;11718.761;16119.786;2025;6;25;2;176;2;26
2025-06-25T02:00:00+02:00;2025-06-25T02:00:00+0200;28388.452;12173.729;16214.723;2025;6;25;2;176;2;26
2025-06-25T01:45:00+02:00;2025-06-25T01:45:00+0200;28767.858;12477.562;16290.296;2025;6;25;2;176;2;26
2025-06-25T01:30:00+02:00;2025-06-25T01:30:00+0200;29359.742;12985.012;16374.73;2025;6;25;2;176;2;26
2025-06-25T01:15:00+02:00;2025-06-25T01:15:00+0200;29640.478;13082.742;16557.736;2025;6;25;2;176;2;26
2025-06-25T01:00:00+02:00;2025-06-25T01:00:00+0200;28883.541;12221.965;16661.576;2025;6;25;2;176;2;26
2025-06-25T00:45:00+02:00;2025-06-25T00:45:00+0200;29437.877;12543.042;16894.835;2025;6;25;2;176;2;26
2025-06-25T00:30:00+02:00;2025-06-25T00:30:00+0200;29838.264;12764.097;17074.167;2025;6;25;2;176;2;26
2025-06-25T00:15:00+02:00;2025-06-25T00:15:00+0200;30483.825;13130.198;17353.627;2025;6;25;2;176;2;26
2025-06-25T00:00:00+02:00;2025-06-25T00:00:00+0200;31090.757;13603.344;17487.413;2025;6;25;2;176;2;26
